stage_id,lead_id,stage_name,stage_date,stage_order
66e81e41-02ab-43c6-9967-b79605f5728e,7a2db411-d613-4e9f-820e-3f59c09bb88b,Demo Scheduled,2024-02-22,4.0
1a32cbef-77bc-45bb-beb0-8ccb70628977,7a2db411-d613-4e9f-820e-3f59c09bb88b,Proposal Sent,2024-03-10,5.0
8e64ee61-4baa-4161-8a67-7887fdfa5dba,7a2db411-d613-4e9f-820e-3f59c09bb88b,Closed Won,2024-03-06,6.0
fe299224-56d5-4e35-9aed-d94c9926a2a7,39ce935c-61c2-4d19-b1f1-ac1b615d150e,Contacted,2024-01-12,2.0
4dd25d98-9734-4609-90ee-0aed313df5e0,39ce935c-61c2-4d19-b1f1-ac1b615d150e,Qualified,2024-01-14,3.0
abeb7e70-eb0b-4a44-85be-f4cffcf4dc35,39ce935c-61c2-4d19-b1f1-ac1b615d150e,Demo Scheduled,2024-01-26,4.0
f763746d-eac9-4e74-b45b-f994d8bc231f,39ce935c-61c2-4d19-b1f1-ac1b615d150e,Proposal Sent,2024-01-12,5.0
0b366d63-d15c-4ae3-b3e9-6a1f6fcfe636,39ce935c-61c2-4d19-b1f1-ac1b615d150e,Closed Won,2024-01-31,6.0
c0db8313-054a-45f5-8016-d13c22241e24,8c8f3728-4452-4770-a278-60bf4cee344f,Contacted,2024-02-13,2.0
35076273-d947-4bc9-b8fd-3f6a32d9131c,8c8f3728-4452-4770-a278-60bf4cee344f,Qualified,2024-02-15,3.0
8f42e589-2b0c-4245-87a3-25cab3ec4192,8c8f3728-4452-4770-a278-60bf4cee344f,Demo Scheduled,2024-02-19,4.0
9e43fd47-fda0-4407-b726-c0490d7530b8,8c8f3728-4452-4770-a278-60bf4cee344f,Proposal Sent,2024-02-21,5.0
4e5ab454-134f-4b66-b16b-4049ec64b0e6,4540cfc4-d0c9-45c6-bae3-80ab4c3c4083,Contacted,2024-03-09,2.0
5695d3ba-b4d2-4118-95d0-66bb2b8817fc,4540cfc4-d0c9-45c6-bae3-80ab4c3c4083,Qualified,2024-03-09,3.0
6e2e8988-0ecf-4ccd-89b3-90e080e4a892,4540cfc4-d0c9-45c6-bae3-80ab4c3c4083,Demo Scheduled,2024-03-21,4.0
caebccac-1271-4f97-af80-dc6cd2a5fc2d,4540cfc4-d0c9-45c6-bae3-80ab4c3c4083,Proposal Sent,2024-03-09,5.0
ec1f81b1-5798-4a25-af1c-14af9b02ffde,8e00f578-120d-4290-a9be-07b900121f2c,Contacted,2024-05-09,2.0
3c94e424-ca2e-4f3c-823d-3ac568bd3f4e,8dfc3c90-38bd-41f5-9ede-03cc4b769250,Contacted,2024-06-02,2.0
2c6af3a3-89b9-45b4-bd45-4b427f4ade9d,8dfc3c90-38bd-41f5-9ede-03cc4b769250,Qualified,2024-05-30,3.0
190113df-1575-481e-b631-ec9913d7c340,8dfc3c90-38bd-41f5-9ede-03cc4b769250,Demo Scheduled,2024-06-16,4.0
36a17c86-f633-4e0a-80be-cc70cd899b93,8dfc3c90-38bd-41f5-9ede-03cc4b769250,Proposal Sent,2024-06-07,5.0
989c74a1-25c2-4c88-b571-6f6dc61df262,113d70f3-d2d3-4265-b08e-40b550fe1cfa,Contacted,2024-04-24,2.0
2959c832-79e8-4ca6-b1f1-dcd3d8cc0107,113d70f3-d2d3-4265-b08e-40b550fe1cfa,Qualified,2024-04-26,3.0
eec835db-a0a9-4ebd-9a41-2132d05a12db,113d70f3-d2d3-4265-b08e-40b550fe1cfa,Demo Scheduled,2024-05-07,4.0
414ea672-0e43-4bee-a8d7-d1e1346240a5,113d70f3-d2d3-4265-b08e-40b550fe1cfa,Proposal Sent,2024-05-21,5.0
1a46de4e-9667-4ba9-8f8c-5999fbfd4681,113d70f3-d2d3-4265-b08e-40b550fe1cfa,Closed Won,2024-05-10,6.0
842938e5-efde-4d02-af24-20b116fcc8e1,b0130e82-ef5b-413d-822c-f646b0ad3054,Contacted,2024-05-31,2.0
fe4b1208-babe-4090-854e-a03d5793552a,b0130e82-ef5b-413d-822c-f646b0ad3054,Qualified,2024-06-04,3.0
5e21b578-a7dc-42e1-920b-5b9d8f7fe12f,b0130e82-ef5b-413d-822c-f646b0ad3054,Demo Scheduled,2024-05-31,4.0
3fef6e23-2f25-41d7-ba6d-38d0ac0591c6,b0130e82-ef5b-413d-822c-f646b0ad3054,Proposal Sent,2024-06-10,5.0
979e292e-26ea-4e71-b7c7-55d1af1d67cc,2023e7d3-80f6-4c66-8310-0d09d158ced8,Contacted,2024-01-05,2.0
74e72873-99f2-4cb6-a889-4ce83e934271,2023e7d3-80f6-4c66-8310-0d09d158ced8,Qualified,2024-01-12,99.0
bd51a24b-a2a9-460e-8aaa-7a01cba5f760,2023e7d3-80f6-4c66-8310-0d09d158ced8,Demo Scheduled,2024-01-06,4.0
f59870c7-d486-4570-8058-c64031e5e03c,2023e7d3-80f6-4c66-8310-0d09d158ced8,Proposal Sent,2024-01-07,5.0
2cc68391-2079-4dd1-aaac-2dd6c0f6997c,2023e7d3-80f6-4c66-8310-0d09d158ced8,Closed Won,2024-01-05,6.0
2aec2dcd-4d06-49e8-a3f0-115f797c2c43,224b2ff0-3d43-4952-8d34-1c4880621071,Contacted,2024-02-29,2.0
cf638b27-925a-4d4b-9dc4-60f898513f1d,224b2ff0-3d43-4952-8d34-1c4880621071,Qualified,2024-02-29,
8c4bad89-4a90-4752-bfef-45cdfa5189c6,224b2ff0-3d43-4952-8d34-1c4880621071,Demo Scheduled,2024-03-29,4.0
7b67c3a3-2dd5-4da6-a74c-7fd91fbc806e,224b2ff0-3d43-4952-8d34-1c4880621071,Proposal Sent,2024-03-31,5.0
7a42c5c7-aebb-49a7-bccc-3c9c0cfa0cc2,282c74bb-67c6-436d-a2c5-35d315a6aaf5,Contacted,2024-03-16,2.0
be614714-89f8-4e42-b05c-213b4e6440dc,282c74bb-67c6-436d-a2c5-35d315a6aaf5,marketing qualified,2024-03-23,3.0
6d08fb46-e5ed-4a74-bf04-6bfc56e59626,282c74bb-67c6-436d-a2c5-35d315a6aaf5,Demo Scheduled,2024-03-17,4.0
6146d19e-6315-4ba2-ace5-b552453a57df,282c74bb-67c6-436d-a2c5-35d315a6aaf5,Proposal Sent,2024-05-16,5.0
141b17b1-3f18-447a-b63d-059c39458d61,704f45a5-b4bb-4cdd-9d85-9d497d4a5cb4,Contacted,2024-01-16,2.0
c3f70e1e-1ba3-4c67-8463-5a47a806290b,704f45a5-b4bb-4cdd-9d85-9d497d4a5cb4,Qualified,2024-01-25,3.0
92afb31d-3b02-45f1-978f-7d95114ffafc,339f3376-3292-415a-a03c-4fc079adf20a,Contacted,2024-04-12,2.0
940c08c2-977c-4c4b-8479-53df06a84c1e,339f3376-3292-415a-a03c-4fc079adf20a,Qualified,2024-04-19,3.0
021da1ba-0f75-48bc-b6a3-a335bcee5e85,339f3376-3292-415a-a03c-4fc079adf20a,Demo Scheduled,2024-04-13,4.0
cddb2957-3448-44c7-a606-989f57111457,339f3376-3292-415a-a03c-4fc079adf20a,Proposal Sent,2024-04-14,5.0
56de6049-b5d1-477b-ae57-74a399d205b5,339f3376-3292-415a-a03c-4fc079adf20a,Closed Won,2024-05-11,6.0
274f4b0c-eeb9-4fac-85c3-d29c63e0b85f,99c762ae-85e6-411e-90dc-a90e938ecd0d,Contacted,2024-04-02,2.0
ef5610b3-63cd-4e70-94eb-4f75496ec256,99c762ae-85e6-411e-90dc-a90e938ecd0d,Qualified,2024-04-20,3.0
b06bced0-a479-4ef3-b46c-a91fe5f74298,99c762ae-85e6-411e-90dc-a90e938ecd0d,Demo Scheduled,2024-05-06,4.0
78bbc3b1-6dfd-4bc4-a422-4fd529402979,99c762ae-85e6-411e-90dc-a90e938ecd0d,Proposal Sent,2024-04-02,5.0
288a5f02-b4a2-4b8d-bee6-e398d174f5af,99c762ae-85e6-411e-90dc-a90e938ecd0d,Closed Won,2024-04-20,6.0
5570430f-ce3b-4d91-8811-10330c274ba8,a8a883b5-0601-42b1-997a-f2a949784ca4,Contacted,2024-05-22,2.0
cc6bc4a1-1702-4c88-9b1c-27b650392d86,a8a883b5-0601-42b1-997a-f2a949784ca4,Qualified,2024-06-01,3.0
eb47ddb7-0473-4aeb-8075-7def5a5ae7aa,a8a883b5-0601-42b1-997a-f2a949784ca4,Demo Scheduled,2024-05-24,4.0
d041c21d-13ae-4b15-b7d1-9748e39cddef,a8a883b5-0601-42b1-997a-f2a949784ca4,Proposal Sent,2024-06-02,5.0
a3bd1e99-1fef-4674-97f0-9ef307b9878f,91249e3e-07bf-4b1b-8c44-0d7a85715b40,Contacted,2024-02-09,2.0
7cc7713e-70a3-45f6-9113-e67686b45957,91249e3e-07bf-4b1b-8c44-0d7a85715b40,Qualified,2024-02-17,3.0
862c4cdf-5602-4b3a-b975-b04ddbe62310,91249e3e-07bf-4b1b-8c44-0d7a85715b40,Demo Scheduled,2024-02-20,4.0
2a5a2104-00e9-485e-9280-b38e3c051f0b,bf30160d-857d-478a-8b24-e6d627f6dbea,contacted,2024-04-28,2.0
637f93f1-9255-4792-87d2-67285729bdf3,bf30160d-857d-478a-8b24-e6d627f6dbea,qualified,2024-05-14,3.0
4fd12a73-e5a6-4b81-88ac-7026a559f09b,bf30160d-857d-478a-8b24-e6d627f6dbea,Demo Scheduled,2024-05-01,4.0
1c50858d-a3c7-421b-a063-8eeba357ce92,bf30160d-857d-478a-8b24-e6d627f6dbea,Proposal Sent,2024-05-02,5.0
27be9439-3a84-4989-a70d-947db29aae85,bf30160d-857d-478a-8b24-e6d627f6dbea,Closed Won,2024-07-01,6.0
f9385262-ebce-48cb-ade7-c5a1cb2579e6,4aee519c-1c95-49bf-b5fc-93fe6a5c2cb2,Contacted,2024-01-13,2.0
5e99f40c-e2b3-4fb4-942b-18820dcc2844,4aee519c-1c95-49bf-b5fc-93fe6a5c2cb2,Qualified,2024-01-13,3.0
99c54358-3ee7-42cc-be8c-c6cb7741c3bc,19ac2acd-0f73-41b5-b920-f9b9ad470a87,Contacted,2024-03-01,2.0
35daa1eb-816c-4903-bea6-3c8c0c8e419a,19ac2acd-0f73-41b5-b920-f9b9ad470a87,Qualified,2024-03-01,3.0
2b2cc352-2849-45b1-a47b-c4f54b28146f,19ac2acd-0f73-41b5-b920-f9b9ad470a87,Demo Scheduled,2024-03-03,4.0
59d4aa53-6fbf-42ed-b97b-dd6ec88203a6,19ac2acd-0f73-41b5-b920-f9b9ad470a87,Proposal Sent,2024-04-15,
f776185e-296d-4938-8814-c6a96e926b98,19ac2acd-0f73-41b5-b920-f9b9ad470a87,Closed Won,2024-03-05,6.0
66bf6a03-fbf5-41ab-9b88-9c642844d29f,3ad438bb-186c-4cec-865e-a23b03e9dd25,Contacted,2024-01-06,2.0
9fec78f6-cb45-416c-9f98-d70eeb2ae97a,3ad438bb-186c-4cec-865e-a23b03e9dd25,Qualified,2024-01-14,3.0
662e65a7-b259-4b60-9a88-5f019382997f,3ad438bb-186c-4cec-865e-a23b03e9dd25,Demo Scheduled,2024-01-08,4.0
9731ce59-ef5a-443b-9877-d3325113863d,3ad438bb-186c-4cec-865e-a23b03e9dd25,Proposal Sent,2024-01-18,5.0
2eacd740-17d3-4047-a16b-7096afa9ceab,31e23dc2-2c9e-4187-9c30-be4a6f59eb35,Contacted,2024-01-07,2.0
88eca773-df74-4119-a95c-d4750f332047,31e23dc2-2c9e-4187-9c30-be4a6f59eb35,Qualified,2024-01-08,3.0
1669cc48-1bc2-48a8-aac6-859cbdfc5423,31e23dc2-2c9e-4187-9c30-be4a6f59eb35,Demo Scheduled,2024-01-15,4.0
405f33ab-74d1-4364-a96d-f187bb2c13d3,31e23dc2-2c9e-4187-9c30-be4a6f59eb35,Proposal Sent,2024-01-12,5.0
60c6f43c-74f8-4eb2-8bf2-a2955f8a93bb,59d4c9ec-b8bd-4678-9425-c8254ec97a4e,Contacted,2024-04-06,2.0
12bb5a97-f6b2-4ec5-9a8a-116d3bd55c0d,59d4c9ec-b8bd-4678-9425-c8254ec97a4e,Qualified,2024-04-14,3.0
7a67a546-f83c-4927-be3c-3936a5d540dd,59d4c9ec-b8bd-4678-9425-c8254ec97a4e,Demo Scheduled,2024-04-18,4.0
0d7d7073-ae1c-4662-b550-f5136db34b08,59d4c9ec-b8bd-4678-9425-c8254ec97a4e,Proposal Sent,2024-06-20,5.0
aa0ceb63-2254-4b9b-82c3-5823c04d9b4e,81c0c52a-7c42-4493-a452-df78985a45d5,Contacted,2024-05-13,2.0
54be3fd0-07b8-434e-9ce1-9fe7855fdec5,81c0c52a-7c42-4493-a452-df78985a45d5,Qualified,2024-05-30,3.0
b3aedc10-167c-40a4-92fe-8ad9425c3268,81c0c52a-7c42-4493-a452-df78985a45d5,Demo Scheduled,2024-05-13,4.0
5052b616-a998-4fa2-bf47-2d172eb52f46,81c0c52a-7c42-4493-a452-df78985a45d5,Proposal Sent,2024-06-19,5.0
57002e98-bc52-4867-bca2-b708ea1d13e8,81c0c52a-7c42-4493-a452-df78985a45d5,closed won,2024-05-23,6.0
b0b7e5c9-5aee-416b-897e-2a67d5b0df6f,55509c86-0103-4b9c-9ab8-8bbc322286ee,Contacted,2024-05-02,2.0
f90f4382-219a-4ede-8a8a-18d547e4dcfb,55509c86-0103-4b9c-9ab8-8bbc322286ee,Qualified,2024-05-14,3.0
2c88011d-a126-4353-95a3-3b6013f37df8,55509c86-0103-4b9c-9ab8-8bbc322286ee,Demo Scheduled,2024-05-01,4.0
4da62e27-a1dc-4c4c-9705-603f91aa678c,e010e940-d13a-475f-b56b-ab09538c8838,Contacted,2024-04-23,2.0
b22a75ab-b55b-438f-a7f1-4ef160c777d2,e010e940-d13a-475f-b56b-ab09538c8838,Qualified,2024-05-01,3.0
2abb780d-3194-46e1-85db-51dffe9aaaf5,a5f038cb-c025-45b7-bb83-9ab9cebc82ba,Contacted,2024-02-18,2.0
e017e5c1-c54c-46ac-8e60-b0ca99daa308,a5f038cb-c025-45b7-bb83-9ab9cebc82ba,mql,2024-02-20,3.0
dc270699-bc24-49f2-8f17-5127cbc1320d,a5f038cb-c025-45b7-bb83-9ab9cebc82ba,Demo Scheduled,2024-02-16,4.0
22002b0f-3d48-4d67-94c4-e4673033d570,f8ca32ff-3993-4119-9b9e-b3ad5032d3f3,Contacted,2024-02-16,2.0
540ff9dd-18a4-40ab-85f0-074aca86902f,f8ca32ff-3993-4119-9b9e-b3ad5032d3f3,Qualified,2024-02-21,3.0
7e83cfb1-a2a2-4c55-935a-4f628d127e86,f8ca32ff-3993-4119-9b9e-b3ad5032d3f3,Demo Scheduled,2024-02-22,4.0
9b64f00f-1500-447b-b975-fd5cfb91773c,f8ca32ff-3993-4119-9b9e-b3ad5032d3f3,Proposal Sent,2024-03-08,5.0
3eedd26c-96b9-47e4-a91e-e6fcf22f56ac,f8ca32ff-3993-4119-9b9e-b3ad5032d3f3,Closed Won,2024-02-27,6.0
810dff39-b61e-482a-ae0e-8d22c97ca0ce,e1548043-c78e-4ae2-872f-6aec9a1ec04d,Contacted,2024-04-19,2.0
63db3a46-06eb-4679-aa50-72e650407121,e1548043-c78e-4ae2-872f-6aec9a1ec04d,Qualified,2024-04-27,3.0
26b3bb6d-c022-4005-b122-fd61f9b4f137,e1548043-c78e-4ae2-872f-6aec9a1ec04d,Demo Scheduled,2024-05-16,4.0
e045d991-de6a-4151-8b8a-6b5c65616731,e1548043-c78e-4ae2-872f-6aec9a1ec04d,Proposal Sent,2024-05-19,5.0
df70203a-78c7-400b-8851-4abceca030d7,e1548043-c78e-4ae2-872f-6aec9a1ec04d,Closed Won,2024-05-08,6.0
f48c56db-5a62-4bbe-894c-3fe64148cf46,f96246ae-da0e-45df-9d9b-705585a6635d,Contacted,2024-04-27,2.0
ad61b38a-f8b9-4f5f-9442-27ffc954ae09,f96246ae-da0e-45df-9d9b-705585a6635d,Qualified,2024-05-02,3.0
79331e6b-ee8b-4e8f-b147-400c566f0b93,f96246ae-da0e-45df-9d9b-705585a6635d,Demo Scheduled,2024-04-26,8.0
e0fb2253-15b8-44a9-8a06-e9b4c9abc394,f96246ae-da0e-45df-9d9b-705585a6635d,Proposal Sent,2024-04-26,5.0
38e75e4e-add9-4c23-bd2e-0fb000478c3e,f96246ae-da0e-45df-9d9b-705585a6635d,Closed Won,2024-05-05,6.0
0f8c303f-8c10-4c11-b369-fbc282e9818a,55bb3a16-83b2-41e0-88a1-90d0306100bf,Contacted,2024-04-12,2.0
a02f1d84-4955-440b-bfe0-66470450b2b0,1aab2a88-532d-46dc-8368-45d92e912d84,Contacted,2024-03-22,2.0
d642e688-6154-49a0-9ff8-7bc8e798f9d7,1aab2a88-532d-46dc-8368-45d92e912d84,Qualified,2024-03-21,3.0
65a4f3db-7a97-47e6-855f-16f46330a22d,23bf2545-3603-4cd3-941f-260d0cf06b02,Contacted,2024-01-03,2.0
1442ac1c-6147-4c7a-844b-14278a0ab63f,23bf2545-3603-4cd3-941f-260d0cf06b02,Qualified,2024-01-09,8.0
c1770901-65de-4f8c-b245-d2b21feec7e6,23bf2545-3603-4cd3-941f-260d0cf06b02,Demo Scheduled,2024-02-27,4.0
1cab6cee-af90-484c-9cc9-3355e870bb6c,a516216a-d7df-4bf5-ae2f-baac2d0c43af,contacted,2024-03-30,2.0
01744423-659b-4739-a337-2f9e4b71362b,a516216a-d7df-4bf5-ae2f-baac2d0c43af,Qualified,2024-04-12,3.0
0036239e-64f1-493a-8529-f67c0e62bc7d,a516216a-d7df-4bf5-ae2f-baac2d0c43af,Demo Scheduled,2024-04-03,4.0
03a609fb-c208-4a04-a34e-5ebaa0262dd6,a516216a-d7df-4bf5-ae2f-baac2d0c43af,proposal,2024-04-14,5.0
77d446ae-dbd6-4910-a44d-6ea065b4cdd4,fb299695-f62f-480f-a826-ac969af02997,Contacted,2024-05-04,2.0
0f534823-54cb-4f80-93f4-9e799913c83d,fb299695-f62f-480f-a826-ac969af02997,Qualified,2024-05-09,3.0
e5da57d3-d1ba-4e71-9b75-12a45ba85f5f,fb299695-f62f-480f-a826-ac969af02997,Demo Scheduled,2024-06-01,4.0
7dd7bb63-5220-4767-81d6-6cd58c005f26,fb299695-f62f-480f-a826-ac969af02997,Proposal Sent,2024-06-24,5.0
f1550357-7634-4e0d-9ad7-51b09d2815ab,33c5ba20-ff83-4fdd-8015-9043b45d29e4,Contacted,2024-03-10,2.0
16313e29-afe8-4ec4-be01-6abcd0c26134,33c5ba20-ff83-4fdd-8015-9043b45d29e4,Qualified,2024-03-08,3.0
5a27c452-da4e-4bc6-9514-152b690593c6,33c5ba20-ff83-4fdd-8015-9043b45d29e4,Demo Scheduled,2024-03-24,4.0
a2685ccc-b322-452a-8519-50cc6dd8ca2a,33c5ba20-ff83-4fdd-8015-9043b45d29e4,Proposal Sent,2024-03-08,5.0
976baffc-831c-4ac4-b656-ea03249a6535,33c5ba20-ff83-4fdd-8015-9043b45d29e4,Closed Won,2024-03-21,6.0
d0d3fb36-9db6-4688-9e74-f376bf7742b6,788809a9-38c8-4014-b69a-ea211598aa05,Contacted,2024-05-31,2.0
d590e00b-5695-4373-ac1c-e4584c5e5288,788809a9-38c8-4014-b69a-ea211598aa05,Qualified,2024-05-31,3.0
13334ca7-c83f-422d-9cf3-2afc57367a90,788809a9-38c8-4014-b69a-ea211598aa05,Demo Scheduled,2024-05-31,4.0
80161f93-5a27-4be2-952f-3a1a1f0ad792,788809a9-38c8-4014-b69a-ea211598aa05,Proposal Sent,2024-06-01,5.0
7538cf79-ce76-41ea-a356-b3f13acb1341,91516416-c8c3-4f9d-9b3a-cee75ffb979d,Contacted,2024-05-06,2.0
c919b270-b256-4f63-9f5b-e1715a06cd4c,91516416-c8c3-4f9d-9b3a-cee75ffb979d,Qualified,2024-05-18,3.0
cf99905c-d1a5-439b-a7ef-dedcf2cd1f27,b4f4c227-f027-41d8-85cf-a45d9a1585e9,Contacted,2024-05-17,2.0
de656b59-e223-456c-bb05-c79ed0635e82,b4f4c227-f027-41d8-85cf-a45d9a1585e9,Qualified,2024-05-17,3.0
8fc875a2-c40f-4069-9143-2f675fd77954,b4f4c227-f027-41d8-85cf-a45d9a1585e9,Demo Scheduled,2024-05-26,4.0
68d09923-f1ff-4771-87b3-0116b047ce8d,b4f4c227-f027-41d8-85cf-a45d9a1585e9,Proposal Sent,2024-06-05,5.0
d92d3795-e8f7-43a9-95e3-3d444690085d,b4f4c227-f027-41d8-85cf-a45d9a1585e9,Closed Won,2024-08-29,6.0
fceb791f-6152-4ca5-86d3-71bf326c9be8,766a2cb8-a54f-4d1f-827a-163b954cfd14,Contacted,2024-04-18,2.0
006edc4a-42b1-42d0-bc1a-eb769699f395,766a2cb8-a54f-4d1f-827a-163b954cfd14,Qualified,2024-04-22,3.0
3deccbd3-d4c7-4d84-a2f3-a398d535279c,766a2cb8-a54f-4d1f-827a-163b954cfd14,Demo Scheduled,2024-04-28,4.0
4ee93275-c88b-4ad1-bf84-cbd461c3560a,766a2cb8-a54f-4d1f-827a-163b954cfd14,Proposal Sent,2024-04-23,5.0
4a8bbda8-0b87-4de1-a517-74fbd3eec7dc,cb1f273a-ffd0-4c6c-9e22-1b924a383c80,Contacted,2024-02-27,2.0
2bd5161e-013b-4102-acbf-9e7b375ae4c9,cb1f273a-ffd0-4c6c-9e22-1b924a383c80,Qualified,2024-02-26,3.0
7a8ae89f-53fb-4bca-860d-487addb9f75f,cdd3b3e9-8e45-4bcc-af98-b3e98519e8db,Contacted,2024-05-24,2.0
740fde05-32f2-4dcd-aba3-a677729e3a1f,cdd3b3e9-8e45-4bcc-af98-b3e98519e8db,Qualified,2024-05-27,3.0
bae3285b-0c13-4ca3-8f95-3aa3b9f0b573,cdd3b3e9-8e45-4bcc-af98-b3e98519e8db,Demo Scheduled,2024-05-24,4.0
7414deb5-e9e7-493d-9562-af220325418b,cdd3b3e9-8e45-4bcc-af98-b3e98519e8db,Proposal Sent,2024-06-11,5.0
fec50c30-6c6b-4b8a-9cea-9c6af65b8cb4,cdd3b3e9-8e45-4bcc-af98-b3e98519e8db,Closed Won,2024-07-11,6.0
1a55febd-e84c-406d-aee8-1a8f5b63fa8a,a6be8ec6-733a-485e-8cb0-5ea18511c4af,Contacted,2024-03-30,2.0
e0041f0b-06ad-48d7-ba81-579dd0bf3eaa,a6be8ec6-733a-485e-8cb0-5ea18511c4af,Qualified,2024-03-31,3.0
2f1ff52c-9ae9-4026-902f-fe4daeb8760d,2a5abc12-33c8-4aea-9167-5409e2d85f58,Contacted,2024-02-19,2.0
def3baf2-3e1e-4e2c-8183-1deaf64ac4fd,2a5abc12-33c8-4aea-9167-5409e2d85f58,marketing qualified,2024-02-13,3.0
c6ec45ca-10fa-48f1-9ed9-a763bf383a9d,2a5abc12-33c8-4aea-9167-5409e2d85f58,Demo Scheduled,2024-02-25,4.0
320fe322-d397-4deb-b887-c7d35de08537,2a5abc12-33c8-4aea-9167-5409e2d85f58,Proposal Sent,2024-02-13,5.0
3c2f834d-7eb0-43a4-885d-a183cfff1dd4,643eac93-e584-4c44-b890-6116c411ce97,Contacted,2024-01-01,2.0
7228dfe5-e0ea-4858-928d-48ab2b63e162,643eac93-e584-4c44-b890-6116c411ce97,mql,2024-01-16,3.0
2e891019-bceb-4644-8d2e-7099112d9ab7,29f12bbd-679a-4457-8cc7-6d79cc493ad6,Contacted,2024-02-24,2.0
7b38c294-810a-4682-a85a-c6565d40dd1a,29f12bbd-679a-4457-8cc7-6d79cc493ad6,Qualified,2024-02-25,3.0
17a5c7a1-4ebd-45c5-a42e-6aa8aabc71e0,d4e1b84d-914c-4729-96d8-fc75da4b70cf,contacted,2024-02-09,2.0
567dcafc-88c6-4812-b8be-fd452d3b503d,d4e1b84d-914c-4729-96d8-fc75da4b70cf,Qualified,2024-02-17,3.0
3c130087-0f10-44f2-8813-5ec140f7efee,d4e1b84d-914c-4729-96d8-fc75da4b70cf,Demo Scheduled,2024-02-13,4.0
cdb46930-fa41-4060-b274-07b23982f617,d4e1b84d-914c-4729-96d8-fc75da4b70cf,Proposal Sent,2024-03-08,5.0
009e85a4-7450-41e4-bd4b-a0fb5e7bf79a,d4e1b84d-914c-4729-96d8-fc75da4b70cf,Closed Won,2024-03-10,6.0
9dbf5b1b-855a-4b3c-8bfd-a77e16d456d3,7a21325a-672b-4853-b3e0-14017dbecac2,Contacted,2024-03-24,2.0
9e3bc253-2a13-47fc-855c-09458c6e4761,7a21325a-672b-4853-b3e0-14017dbecac2,Qualified,2024-03-31,3.0
475f9aff-d0af-4bd6-bd1f-5e8588cd89e3,7a21325a-672b-4853-b3e0-14017dbecac2,Demo Scheduled,2024-04-02,4.0
1e019e8c-42b7-425f-a438-eb4cc0ac5306,a8425173-8187-4d2a-8622-eff9f89745b4,Contacted,2024-03-08,2.0
e58b202c-251b-492e-a0f7-6c5ce8dce95d,a8425173-8187-4d2a-8622-eff9f89745b4,marketing qualified,2024-03-13,3.0
fec4f59f-e144-4e6c-a858-051c92450ecb,3e231327-6f43-4030-8730-c76949420b44,Contacted,2024-05-09,2.0
3e90b18a-384f-4d16-b043-d1aa21df47db,3e231327-6f43-4030-8730-c76949420b44,Qualified,2024-05-08,3.0
bf07de78-8822-4a4d-91c3-f04c2ca5fc16,3e231327-6f43-4030-8730-c76949420b44,Demo Scheduled,2024-05-16,4.0
5a5716e5-84a6-456c-9131-9532b2b985bc,3e231327-6f43-4030-8730-c76949420b44,quote,2024-05-27,5.0
431e4bb2-1479-47f0-91be-2be13f1d3c5e,44858ec5-6148-4f52-86d5-a5b03337c93b,Contacted,2024-02-28,2.0
e779e921-1163-4d74-a4f9-0cfb93b6d024,44858ec5-6148-4f52-86d5-a5b03337c93b,Qualified,2024-02-27,3.0
b430666a-075c-4157-a2b3-917574debef4,44858ec5-6148-4f52-86d5-a5b03337c93b,Demo Scheduled,2024-03-04,4.0
06764ba6-2933-463c-a922-9b183bab8fb7,44858ec5-6148-4f52-86d5-a5b03337c93b,proposal,2024-03-01,5.0
7f968021-678c-4198-b778-f7a870fdd34e,44858ec5-6148-4f52-86d5-a5b03337c93b,Closed Won,2024-04-03,6.0
77115c2c-d1d2-4cc3-ad34-9db90c7e20ea,01e902b5-a851-452c-8e71-e33240dc3510,Contacted,2024-01-07,2.0
d60ab496-c666-4f69-b174-b2a8c5a8bef5,01e902b5-a851-452c-8e71-e33240dc3510,Qualified,2024-01-13,3.0
48c3a029-784a-404a-b702-3dedbb6582f0,01e902b5-a851-452c-8e71-e33240dc3510,Demo Scheduled,2024-01-10,4.0
01ee0497-658c-4023-b2c7-df78c3844c42,01e902b5-a851-452c-8e71-e33240dc3510,Proposal Sent,2024-01-07,5.0
3f42ca45-f135-4111-bb15-42c51f6fba5e,e47ed63c-35ad-4753-b590-b8a88776b44a,Contacted,2024-03-08,2.0
24a31f79-5723-42c7-8459-aff674c65c1b,e47ed63c-35ad-4753-b590-b8a88776b44a,Qualified,2024-03-12,3.0
101d021e-5d9e-4a5d-8bd4-f638ed6bc210,e47ed63c-35ad-4753-b590-b8a88776b44a,Demo Scheduled,2024-03-10,4.0
a25b0c24-2222-4d58-8b04-4e72540cd86c,e47ed63c-35ad-4753-b590-b8a88776b44a,Proposal Sent,2024-03-12,99.0
f89e6f09-7607-417f-aebc-efd3b83f7a15,e47ed63c-35ad-4753-b590-b8a88776b44a,Closed Won,2024-03-29,6.0
b43d4ba8-2678-4816-99d2-edd3503545e1,1525173c-f508-486c-9775-4172a2927f12,Contacted,2024-01-21,2.0
9462771b-7e55-4718-b4a6-136f2de11178,1525173c-f508-486c-9775-4172a2927f12,Qualified,2024-01-28,3.0
ea2553f0-f550-48b6-af69-c60f2f78f5b9,1525173c-f508-486c-9775-4172a2927f12,Demo Scheduled,2024-01-20,4.0
